Applying script...
0;GetWantBlocking
1;GetDistance
5;GetLocked
6;GetPos
8;GetAngle
10;GetStartingPos
11;GetStartingAngle
12;GetSecondsPassed
14;GetValue
18;GetCurrentTime
24;GetScale
25;IsMoving
26;IsTurning
27;GetLineOfSight
31;GetButtonPressed
32;GetInSameCell
35;GetDisabled
39;GetDisease
41;GetClothingValue
42;SameFaction
43;SameRace
44;SameSex
45;GetDetected
46;GetDead
47;GetItemCount
48;GetGold
49;GetSleeping
50;GetTalkedToPC
56;GetQuestRunning
58;GetStage
59;GetStageDone
60;GetFactionRankDifference
61;GetAlarmed
62;IsRaining
63;GetAttacked
64;GetIsCreature
65;GetLockLevel
66;GetShouldAttack
67;GetInCell
68;GetIsClass
69;GetIsRace
70;GetIsSex
71;GetInFaction
72;GetIsID
73;GetFactionRank
74;GetGlobalValue
75;IsSnowing
77;GetRandomPercent
79;WouldBeStealing
80;GetLevel
81;IsRotating
83;GetLeveledEncounterValue
84;GetDeadCount
91;GetIsAlerted
99;GetHeadingAngle
101;IsWeaponMagicOut
102;IsTorchOut
103;IsShieldOut
105;IsActionRef
106;IsFacingUp
107;GetKnockedState
108;GetWeaponAnimType
109;IsWeaponSkillType
110;GetCurrentAIPackage
111;IsWaiting
112;IsIdlePlaying
116;IsIntimidatedbyPlayer
117;IsPlayerInRegion
118;GetActorAggroRadiusViolated
119;GetCrimeKnown
122;GetCrime
123;IsGreetingPlayer
125;IsGuard
127;HasBeenEaten
128;GetStaminaPercentage
129;HasBeenRead
130;GetDying
131;GetSceneActionPercent
132;WouldRefuseCommand
133;SameFactionAsPC
134;SameRaceAsPC
135;SameSexAsPC
136;GetIsReference
141;IsTalking
142;GetComponentCount
143;GetCurrentAIProcedure
144;GetTrespassWarningLevel
145;IsTrespassing
146;IsInMyOwnedCell
147;GetWindSpeed
148;GetCurrentWeatherPercent
149;GetIsCurrentWeather
150;IsContinuingPackagePCNear
152;GetIsCrimeFaction
153;CanHaveFlames
154;HasFlames
157;GetOpenState
159;GetSitting
160;GetFurnitureMarkerID
161;GetIsCurrentPackage
162;IsCurrentFurnitureRef
163;IsCurrentFurnitureObj
167;GetFactionReaction
170;GetDayOfWeek
172;GetTalkedToPCParam
175;IsPCSleeping
176;IsPCAMurderer
180;HasSameEditorLocationAsRef
181;HasSameEditorLocationAsRefAlias
182;GetEquipped
185;IsSwimming
186;ScriptEffectElapsedSeconds
188;GetPCSleepHours
190;GetAmountSoldStolen
192;GetIgnoreCrime
193;GetPCExpelled
195;GetPCFactionMurder
197;GetPCEnemyofFaction
199;GetPCFactionAttack
203;GetDestroyed
205;GetActionRef
206;GetSelf
207;GetContainer
208;GetForceRun
210;GetForceSneak
214;HasMagicEffect
215;GetDefaultOpen
223;IsSpellTarget
224;GetVATSMode
225;GetPersuasionNumber
226;GetVampireFeed
227;GetCannibal
228;GetIsClassDefault
229;GetClassDefaultMatch
230;GetInCellParam
231;GetPlayerDialogueInput
232;GetCombatTarget
233;GetPackageTarget
235;GetVatsTargetHeight
237;GetIsGhost
242;GetUnconscious
244;GetRestrained
246;GetIsUsedItem
247;GetIsUsedItemType
248;IsScenePlaying
249;IsInDialogueWithPlayer
250;GetLocationCleared
254;GetIsPlayableRace
255;GetOffersServicesNow
256;GetGameSetting
258;HasAssociationType
259;HasFamilyRelationship
261;HasParentRelationship
262;IsWarningAbout
263;IsWeaponOut
264;HasSpell
265;IsTimePassing
266;IsPleasant
267;IsCloudy
274;IsSmallBump
275;GetParentRef
277;GetBaseValue
278;IsOwner
280;IsCellOwner
282;IsHorseStolen
285;IsLeftUp
286;IsSneaking
287;IsRunning
288;GetFriendHit
289;IsInCombat
296;IsAnimPlaying
300;IsInInterior
303;IsActorsAIOff
304;IsWaterObject
305;GetPlayerAction
306;IsActorUsingATorch
309;IsXBox
310;GetInWorldspace
312;GetPCMiscStat
313;GetPairedAnimation
314;IsActorAVictim
315;GetTotalPersuasionNumber
318;GetIdleDoneOnce
320;GetNoRumors
323;GetCombatState
325;GetWithinPackageLocation
327;IsRidingMount
329;IsFleeing
332;IsInDangerousWater
338;GetIgnoreFriendlyHits
339;IsPlayersLastRiddenMount
344;ReleaseWeatherOverride
348;SendTrespassAlarm
353;IsActor
354;IsEssential
358;IsPlayerMovingIntoNewSpace
359;GetInCurrentLocation
360;GetInCurrentLocationAlias
361;GetTimeDead
362;HasLinkedRef
363;GetLinkedRef
365;IsChild
366;GetStolenItemValueNoCrime
367;GetLastPlayerAction
368;IsPlayerActionActive
370;IsTalkingActivatorActor
372;IsInList
373;GetStolenItemValue
375;GetCrimeGoldViolent
376;GetCrimeGoldNonviolent
378;IsOwnedBy
380;GetCommandDistance
381;GetCommandLocationDistance
387;GetObjectiveFailed
390;GetHitLocation
391;IsPC1stPerson
396;GetCauseofDeath
397;IsLimbGone
398;IsWeaponInList
